CPU STL sort
size,time,1000000,8
128,5
256,10
512,22
1024,49
2048,108
4096,236
8192,505
16384,1098
32768,2337
65536,4943
131072,10412
262144,22120
524288,46338
1048576,99079
2097152,205297
4194304,428642
8388608,895790
16777216,1867797
33554432,3895659
