Radix sort
size,time,1000000,8
128,1992
256,1927
512,9464
1024,8911
2048,8866
4096,8877
8192,8988
16384,9172
32768,9691
65536,10978
131072,12786
262144,16383
524288,31337
1048576,45560
2097152,73843
4194304,130367
8388608,243351
16777216,469220
33554432,926580
