Odd-even merge sort
size,time,1000000,8
128,23
256,24
512,29
1024,43
2048,227
4096,340
8192,443
16384,617
32768,801
65536,1190
131072,2140
262144,3969
524288,7866
1048576,16436
2097152,35268
4194304,76712
8388608,167111
16777216,364259
33554432,793581
