Bitonic sort
size,time,1000000,8
128,18
256,20
512,27
1024,460
2048,555
4096,644
8192,777
16384,917
32768,1167
65536,1527
131072,2775
262144,4947
524288,9680
1048576,19941
2097152,42245
4194304,90724
8388608,195893
16777216,423685
33554432,925855
