Merge sort
size,time,1000000,8
128,129
256,189
512,269
1024,388
2048,802
4096,1422
8192,2110
16384,2999
32768,4206
65536,5985
131072,8413
262144,15125
524288,27729
1048576,53889
2097152,108069
4194304,222931
8388608,465767
16777216,979245
33554432,2072037
