Bitonic sort
size,time,1000000,4
256,19
512,24
1024,443
2048,524
4096,614
8192,718
16384,844
32768,1056
65536,1351
131072,1917
262144,3437
524288,6359
1048576,12322
2097152,25105
4194304,52513
8388608,112141
16777216,241194
33554432,522024
67108864,1123731
