Merge sort
size,time,1000000,4
256,183
512,260
1024,372
2048,774
4096,1350
8192,1992
16384,2851
32768,3952
65536,5426
131072,7741
262144,14220
524288,26118
1048576,50498
2097152,101113
4194304,208655
8388608,436767
16777216,914302
33554432,1930661
67108864,4113015
