Radix sort
size,time,1000000,4
256,1018
512,4981
1024,4851
2048,4525
4096,4475
8192,4516
16384,4592
32768,4776
65536,5319
131072,6107
262144,7659
524288,14617
1048576,20701
2097152,32890
4194304,57058
8388608,105542
16777216,202296
33554432,395744
67108864,782784
