Odd-even merge sort
size,time,1000000,4
256,23
512,26
1024,34
2048,203
4096,297
8192,405
16384,544
32768,697
65536,941
131072,1404
262144,2591
524288,4773
1048576,9439
2097152,19597
4194304,41699
8388608,89947
16777216,194724
33554432,422082
67108864,920404
