Quick sort
size,time,1000000,4
256,1153
512,1134
1024,1466
2048,1498
4096,1464
8192,1454
16384,1422
32768,1137
65536,1303
131072,1674
262144,2660
524288,4772
1048576,9967
2097152,22621
4194304,47909
8388608,99712
16777216,209494
33554432,430054
67108864,898372
