Radix sort
size,time,1000000,16
64,1915
128,1747
256,1744
512,8780
1024,8823
2048,8862
4096,8880
8192,9046
16384,9354
32768,10201
65536,11942
131072,14601
262144,19730
524288,37578
1048576,57007
2097152,95570
4194304,172598
8388608,326120
16777216,632462
