Odd-even merge sort
size,time,1000000,16
64,21
128,23
256,28
512,40
1024,69
2048,267
4096,394
8192,514
16384,795
32768,1124
65536,2259
131072,4069
262144,8220
524288,17022
1048576,36280
2097152,78659
4194304,172111
8388608,376400
16777216,822216
