Merge sort
size,time,1000000,16
64,86
128,134
256,200
512,295
1024,437
2048,917
4096,1618
8192,2392
16384,3367
32768,4964
65536,6853
131072,9546
262144,17432
524288,31896
1048576,61492
2097152,123714
4194304,255572
8388608,533982
16777216,1117411
