Bitonic sort
size,time,1000000,16
64,18
128,19
256,25
512,39
1024,500
2048,599
4096,705
8192,888
16384,1135
32768,1634
65536,2824
131072,5036
262144,9717
524288,19776
1048576,41689
2097152,89363
4194304,192616
8388608,416655
16777216,900039
